metric,mean,std
ho_rate,11.3424,3.0186544211808206
hof_rate,1.1514000000000002,0.6917199697251168
pp_rate,3.6252,1.5083899363891953
capacity_avg,3.7532448306666666,0.29433927949996164
rlf_rate,0.065,0.11414038736585762
reliability_pct,95.24723333333334,1.264468629646384
prep_rate,811.2328,49.76788107752777
res_reservation_pct,6.438355555555556,0.3949831831549823
