metric,mean,std
ho_rate,8.0,0.0
hof_rate,0.97,0.0
pp_rate,1.3,0.0
capacity_avg,3.68,0.0
rlf_rate,0.101,0.0
reliability_pct,94.0,0.0
prep_rate,24.0502,0.0
res_reservation_pct,6.81724302,0.0
