metric,mean,std
reward,3.659171519443592,0.007097989508761338
capacity_avg,4.066824577933334,0.004490922583183016
reliability_pct,97.081188,0.006868249849855971
ho_rate,4.84724,0.11420860913258689
pp_rate,0.73248,0.04964265907463055
hof_rate,0.51244,0.024063050513183037
rlf_rate,0.04576,0.001839130229211624
prep_rate,27.593560000000004,0.53681736782634
res_reservation_pct,9.002616761904761,0.04829371231044065
