metric,mean,std
ho_rate,16.097933333333334,4.195927675999935
hof_rate,1.8520666666666665,0.8446196750937995
pp_rate,2.191866666666667,0.9277286863925011
capacity_avg,3.9559162333333333,0.29197994096832497
rlf_rate,0.1396,0.1731430237308644
reliability_pct,95.97166888888889,1.084669678338144
prep_rate,1070.1782666666666,118.17457869748844
res_reservation_pct,8.493478306878307,0.9378934817260988
reward,1073.6300654205152,87.61539871915514
total_steps,30000.0,0.0
total_minutes,5.0,0.0
