bmk,description,agent,seed,reward,capacity_avg,hof_rate,rlf_rate,ho_rate,pp_rate,reliability_pct,prep_rate,res_reservation_pct
bmk_2026-05-19_1_kappa_10,kappa_10,qrdqn,42,864.7468465400392,3.203388393333334,2.4511999999999996,0.2726,15.3084,2.0544000000000002,92.53687333333332,1049.43032,8.328812063492064
bmk_2026-05-19_2_dqn_baseline_lr1e-4,dqn_baseline_lr1e-4,dqn,42,858.6962966446904,3.176516628,3.0282,0.315,13.959599999999998,1.8341999999999998,92.20170666666668,1004.9521,7.975810317460318
bmk_2026-05-19_3_kappa_05,kappa_05,qrdqn,42,863.6096700021283,3.205214213666667,2.7576,0.29740000000000005,15.1396,2.0545999999999998,92.56747333333333,1036.8055200000001,8.228615238095237
bmk_2026-05-19_4_kappa_20,kappa_20,qrdqn,42,862.5776964307785,3.202675713333333,2.563,0.28740000000000004,15.692200000000001,2.11,92.53495333333333,1053.6083800000001,8.36197126984127
