variant,n_seeds,bmk_dir,reward_mean,reward_std,hof_rate_mean,hof_rate_std,rlf_rate_mean,rlf_rate_std,capacity_avg_mean,capacity_avg_std,reliability_pct_mean,reliability_pct_std,ho_rate_mean,ho_rate_std,pp_rate_mean,pp_rate_std,prep_rate_mean,prep_rate_std,res_reservation_pct_mean,res_reservation_pct_std
kappa_010,3,bmk_2026-06-01_1_on_kappa_010,1081.2800537079313,0.5898827931954018,1.3577333333333332,0.07500568867314895,0.1001333333333333,0.007905272502155296,3.972148185888889,0.002988373234781195,96.24515333333333,0.027222897429266885,16.126933333333334,0.07296062865226294,2.0366000000000004,0.019600000000000027,1073.5089600000001,1.392454720556509,8.51991238095238,0.011051227940922635
kappa_050,3,bmk_2026-06-01_2_on_kappa_050,1082.5968696748453,1.910250323768416,1.3104,0.10587143146288325,0.10233333333333328,0.0005033222956846649,3.9885696176666663,0.005987771947455913,96.22155444444445,0.010985274149882528,16.966866666666665,0.11233634021692844,2.1491333333333333,0.02413489866010087,1089.1765933333334,8.19824909771194,8.644258677248677,0.06506546902945846
kappa_100,3,bmk_2026-06-01_3_on_kappa_100,1081.117603367782,1.7329808030705403,1.3455333333333332,0.04890984904222598,0.11453333333333333,0.0017009801096230764,3.975754280777778,0.003532749590349198,96.19396888888889,0.03968162201733114,16.443533333333335,0.3499923618214187,2.0848,0.09217396595568633,1077.7827533333334,5.057703798773943,8.553831375661375,0.04014050633947545
hidden_512,3,bmk_2026-06-01_4_on_hidden_512,1082.287402422154,1.001683234884782,1.3844666666666665,0.1768188149867919,0.09959999999999998,0.011532562594670798,3.962434694,0.0029024735457736698,96.2047211111111,0.011344828647322102,15.286266666666668,0.23194174555981306,1.8954000000000002,0.060035989206474856,1049.9064866666668,3.288299029853198,8.332591164021165,0.026097611348041026
hidden_128,3,bmk_2026-06-01_5_on_hidden_128,1076.570739979418,1.4256102121686522,1.4721333333333335,0.06778564253094696,0.12426666666666665,0.005859465277082313,3.9919606058888895,0.013639702450947007,96.16303111111112,0.02085403407105179,18.24513333333333,0.5179529450957244,2.3424,0.1074943719456974,1119.2958933333332,12.153929093002471,8.883300740740742,0.09645975470636947
nstep_3,3,bmk_2026-06-01_6_on_nstep_3,1070.6059586662866,5.692696667862093,1.9633333333333332,0.3250000820512717,0.14439999999999997,0.01653118265581751,3.9536241575555553,0.012166038114767333,96.04108111111111,0.05416647603385543,16.110266666666668,0.2380417050294609,1.969,0.10036154642092755,1073.4177866666669,3.7201873456230157,8.519188783068783,0.02952529639383325
