metric,mean,std
ho_rate,3.0309600000000003,0.03193443282727905
hof_rate,0.19756,0.008365883097438067
pp_rate,0.03304,0.0021326040420106135
capacity_avg,3.9620070726666667,0.004328941799297208
rlf_rate,0.11319999999999997,0.002054263858417422
reliability_pct,96.46633133333334,0.020244033222429552
prep_rate,22.42448,0.33021304032397075
res_reservation_pct,8.522807904761905,0.06557507298552644
reward,1144.346437363229,1.341598048152909
total_steps,30000.0,0.0
total_minutes,5.0,0.0
