metric,mean,std
ho_rate,3.22276,0.04472323780765449
hof_rate,0.21552000000000002,0.004840661111873055
pp_rate,0.05879999999999998,0.00422610932182306
capacity_avg,3.9585967533999997,0.005648614353220441
rlf_rate,0.12996,0.009487254608157194
reliability_pct,96.36528466666667,0.048970555472986906
prep_rate,23.569079999999996,0.2915022332676029
res_reservation_pct,8.61192311111111,0.04780214950592865
reward,1142.4214381162237,1.7950043441926058
total_steps,30000.0,0.0
total_minutes,5.0,0.0
