variant,n_seeds,reward_mean,reward_std,hof_rate_mean,hof_rate_std,rlf_rate_mean,rlf_rate_std,capacity_avg_mean,capacity_avg_std,reliability_pct_mean,reliability_pct_std,ho_rate_mean,ho_rate_std,pp_rate_mean,pp_rate_std,prep_rate_mean,prep_rate_std,res_reservation_pct_mean,res_reservation_pct_std
truncated,3,1082.058996151629,1.0492902644922892,1.2752666666666668,0.05313768279981095,0.09606666666666668,0.010068432516202977,3.9755272711111114,0.009191659315172946,96.24160222222223,0.02390458820051967,16.266066666666664,0.2235897433545059,2.094,0.014739063742314472,1073.763766666667,5.386389975571061,8.521934656084655,0.04274912679024719
full,3,1073.7385266093424,1.2647546270416719,1.8392666666666668,0.06712148190656479,0.13813333333333333,0.0030615900008546743,3.9494336448888885,0.0031443383630036918,95.98377444444446,0.054670518800600074,15.610266666666668,0.2338670847582718,2.0147333333333335,0.030664855018951893,1054.3550733333334,10.63897060991014,8.367897407407407,0.08443627468182553
