variant,n_seeds,reward_mean,reward_std,hof_rate_mean,hof_rate_std,rlf_rate_mean,rlf_rate_std,capacity_avg_mean,capacity_avg_std,reliability_pct_mean,reliability_pct_std,ho_rate_mean,ho_rate_std,pp_rate_mean,pp_rate_std,prep_rate_mean,prep_rate_std,res_reservation_pct_mean,res_reservation_pct_std
midpoint,3,1075.2550992648455,2.5356441087520105,1.8883333333333334,0.23703589039074513,0.13246666666666665,0.019353897109712387,3.952691531555556,0.009836775918826373,95.99187222222223,0.0627646868455121,15.31,0.407563050337,2.0924,0.11863490211569278,1046.1661066666666,10.9012527705091,8.30290560846561,0.08651787913102431
gauss_legendre,3,1076.0169058790045,1.5270013874134032,1.7507333333333335,0.13415041309415848,0.12993333333333332,0.011900140055198202,3.955061389777778,0.006245658970847729,95.9425688888889,0.04531009714957072,15.671066666666666,0.6372897091067244,2.089933333333333,0.05824786119106293,1057.48132,22.48255336416215,8.392708888888889,0.1784329632076365
trapezoidal,3,1078.0029248980313,2.7984817194792893,1.5974666666666668,0.11160543594885233,0.12366666666666663,0.011331960701190882,3.9553642904444444,0.01419396203428011,96.0620411111111,0.11275523882056296,15.401666666666666,0.7127475102259798,2.0860000000000003,0.023492126340542128,1055.7746666666665,25.434073800194383,8.379164021164021,0.2018577285729716
