variant,n_seeds,bmk_dir,ho_rate_mean,ho_rate_std,hof_rate_mean,hof_rate_std,pp_rate_mean,pp_rate_std,capacity_avg_mean,capacity_avg_std,rlf_rate_mean,rlf_rate_std,reliability_pct_mean,reliability_pct_std,prep_rate_mean,prep_rate_std,res_reservation_pct_mean,res_reservation_pct_std,reward_mean,reward_std
"champion batch=256 hidden=[128,128]",3,bmk_2026-05-20_1_v2_qrdqn_baseline,16.097933333333334,4.195927675999935,1.8520666666666665,0.8446196750937995,2.191866666666667,0.9277286863925011,3.9559162333333333,0.29197994096832497,0.1396,0.1731430237308644,95.97166888888889,1.084669678338144,1070.1782666666666,118.17457869748844,8.493478306878307,0.9378934817260988,1073.6300654205152,87.61539871915514
batch_size=128,1,bmk_2026-05-23_3_v2_batch_128,17.1964,4.431892038396242,2.2213999999999996,1.00756242486508,2.2378,1.010173826625893,3.950188655333333,0.3009820595617584,0.2028,0.21239623348826128,95.68118333333335,1.250885957032055,1087.6991199999998,116.34348692739786,8.6325326984127,0.9233610073603007,1063.4489655284121,89.29458990259332
batch_size=512,1,bmk_2026-05-23_4_v2_batch_512,15.9658,4.072265998188232,1.9448,0.9633654342979097,2.2106000000000003,0.9018689705273155,3.9479675303333335,0.2922916266060232,0.17880000000000001,0.2167730610569496,95.83206,1.1753470980286822,1056.12742,112.02060670672873,8.381963650793653,0.8890524341803868,1072.098943167769,87.61963691299367
"hidden_dims=[256,256]",1,bmk_2026-05-23_5_v2_hidden_256,16.3822,4.063383215991325,1.8032,0.6998212343163074,2.1475999999999997,0.9247995674739473,3.969559412,0.28912501932629203,0.1338,0.1633938799343476,96.13195,0.9511332000128401,1081.7445799999998,118.91363105137947,8.585274444444444,0.9437589765982497,1075.363006186038,86.1218341507142
